Chamber,Eta,Strip,Strip Rate,Error
0,1,-1,0.0,1225.0489462077564
0,1,0,55897.06477443881,0.0
0,1,1,6078.323054474872,0.0
0,1,2,6934.661385353928,0.0
0,1,3,8026.0729835331185,0.0
0,1,4,7488.762658275671,0.0
0,1,5,7220.107495646947,603.7740877516821
0,1,6,8462.637622804794,647.7041408822942
0,1,7,7891.745402218757,690.8816964042517
0,1,8,7119.361809661176,662.9766999541484
0,1,9,7203.316547982652,765.7850356382074
0,1,10,7807.79066389728,769.0913908176209
0,1,11,8227.56435550466,837.6983427849414
0,1,12,8983.157000397947,857.3254647294218
0,1,13,8026.0729835331185,859.6243687809406
0,1,14,8613.756151783451,925.9412201956305
0,1,15,8059.654878861708,955.1673404870311
0,1,16,9050.320791055126,1042.6624194251133
0,1,17,8832.03847141929,1052.6196745348475
0,1,18,7320.853181632719,1063.4119564019024
0,1,19,8999.947948062241,1091.024045963084
0,1,20,9302.185006019556,1300.4044251476837
0,1,21,7757.417820904395,1150.5169102054306
0,1,22,9755.540592955527,1147.0810585183715
0,1,23,8261.146250833252,1133.109083654381
0,1,24,7723.835925575804,1146.5893820883603
0,1,25,7388.0169722899,1095.0221379027348
0,1,26,7774.20876856869,1198.5255650401
0,1,27,7539.135501268557,1097.850660524148
0,1,28,6917.870437689633,1110.3629106345763
0,1,29,6783.542856375271,1129.495486347592
0,1,30,6850.706647032453,1136.8352005299732
0,1,31,6296.60537411071,1337.3860693392178
0,1,32,5826.458839510444,1042.2567404968104
0,1,33,6632.424327396615,1044.8233801254987
0,1,34,7555.926448932852,1079.8550733555217
0,1,35,7488.762658275671,1035.4720261493212
0,1,36,11283.516830406392,1046.7105610365188
0,1,37,7388.0169722899,1165.9738517431335
0,1,38,7220.107495646947,1116.1876391504622
0,1,39,6951.452333018224,1103.3582000068282
0,1,40,12895.447806178734,1105.5280314045476
0,1,41,8697.710890104927,1105.4005121664043
0,1,42,7790.9997162329855,1122.9868145527794
0,1,43,7908.536349883052,1102.4634987418187
0,1,44,7068.98896666829,1140.0546509593814
0,1,45,8110.027721854594,1076.8483891486126
0,1,46,8009.282035868823,1321.800634631877
0,1,47,6968.243280682519,1108.0753343931613
0,1,48,7958.909192875937,1089.7312098104774
0,1,49,8630.547099447747,1152.5979660608277
0,1,50,8244.355303168957,1136.2150296254222
0,1,51,8680.919942440632,1106.9297734632175
0,1,52,8915.993209740765,1127.9968185229968
0,1,53,8345.100989154727,1076.5865415121218
0,1,54,8395.473832147612,1044.9582917898385
0,1,55,7555.926448932852,1071.3361491270737
0,1,56,8865.62036674788,1055.027500039795
0,1,57,7790.9997162329855,1145.97448989951
0,1,58,7488.762658275671,1127.2467374347161
0,1,59,7505.5536059399665,1055.428270234702
0,1,60,9587.631116312574,1066.4565229104367
0,1,61,7942.118245211642,1099.0056852102696
