Chamber,Eta,Strip,Strip Rate,Error
0,1,-1,0.0,7707.782598164809
0,1,0,26451.36485966936,0.0
0,1,1,4306.036139946174,0.0
0,1,2,5536.332179930796,0.0
0,1,3,6151.480199923107,0.0
0,1,4,4921.184159938485,0.0
0,1,5,5536.332179930796,3741.7993265963673
0,1,6,7996.924259900039,3792.0270683392396
0,1,7,9227.22029988466,4080.4303456890734
0,1,8,4921.184159938485,3690.888119953864
0,1,9,4306.036139946174,4435.895456164846
0,1,10,8612.072279892349,4562.059815206867
0,1,11,7381.776239907728,4764.916073765373
0,1,12,9842.36831987697,4997.486138953302
0,1,13,9227.22029988466,5291.703355351097
0,1,14,9227.22029988466,5770.599935192225
0,1,15,9227.22029988466,6303.391474638738
0,1,16,12302.960399846213,6596.727593856891
0,1,17,7381.776239907728,6303.391474638738
0,1,18,6151.480199923107,6303.391474638738
0,1,19,7381.776239907728,6243.070551383142
0,1,20,10457.516339869282,7226.3530177443945
0,1,21,7381.776239907728,7252.488195341236
0,1,22,10457.516339869282,7356.100418670603
0,1,23,6766.6282199154175,7407.363062694223
0,1,24,6151.480199923107,7147.374110648059
0,1,25,3690.888119953864,6877.563944636032
0,1,26,6151.480199923107,7226.3530177443945
0,1,27,4306.036139946174,6849.998447157274
0,1,28,6766.6282199154175,6986.738449273694
0,1,29,5536.332179930796,7304.478023552737
0,1,30,6766.6282199154175,7094.233045549126
0,1,31,7381.776239907728,7407.363062694223
0,1,32,5536.332179930796,6392.805748812466
0,1,33,4921.184159938485,6392.805748812466
0,1,34,6766.6282199154175,6451.726863022847
0,1,35,7381.776239907728,6596.727593856891
0,1,36,11072.664359861592,6794.531959822998
0,1,37,4306.036139946174,7252.488195341236
0,1,38,6766.6282199154175,6794.531959822998
0,1,39,5536.332179930796,6877.563944636032
0,1,40,9842.36831987697,7094.233045549126
0,1,41,5536.332179930796,6710.472657984292
0,1,42,4921.184159938485,6959.605381920654
0,1,43,7381.776239907728,6959.605381920654
0,1,44,7381.776239907728,6932.366117391553
0,1,45,9842.36831987697,6480.986545391919
0,1,46,4921.184159938485,7805.353350526426
0,1,47,5536.332179930796,7278.529529380536
0,1,48,8612.072279892349,7226.3530177443945
0,1,49,9842.36831987697,7120.85315050533
0,1,50,9227.22029988466,7094.233045549126
0,1,51,11072.664359861592,7304.478023552737
0,1,52,9842.36831987697,7013.766551936258
0,1,53,6766.6282199154175,7120.85315050533
0,1,54,12302.960399846213,7067.512675479313
0,1,55,8612.072279892349,6710.472657984292
0,1,56,10457.516339869282,6392.805748812466
0,1,57,7996.924259900039,7040.690898737162
0,1,58,4306.036139946174,6480.986545391919
0,1,59,4921.184159938485,6058.505375960694
0,1,60,7996.924259900039,5964.081331692524
0,1,61,7996.924259900039,6027.195061058185
0,1,62,6766.6282199154175,6212.6904657359955
0,1,63,6151.480199923107,5770.599935192225
0,1,64,6151.480199923107,6027.195061058185
0,1,65,4306.036139946174,6682.217910772913
0,1,66,9842.36831987697,6567.983546040023
0,1,67,7381.776239907728,6596.727593856891
0,1,68,8612.072279892349,6625.346936882127
0,1,69,6766.6282199154175,6766.6282199154175
0,1,70,9227.22029988466,6849.998447157274
0,1,71,10457.516339869282,6539.113148933272
0,1,72,7996.924259900039,6510.114721573772
0,1,73,5536.332179930796,6510.114721573772
0,1,74,4921.184159938485,6510.114721573772
0,1,75,4306.036139946174,6539.113148933272
0,1,76,6766.6282199154175,6625.346936882127
0,1,77,5536.332179930796,6596.727593856891
0,1,78,8612.072279892349,6738.6089350885495
0,1,79,11687.812379853904,6986.738449273694
0,1,80,10457.516339869282,6986.738449273694
0,1,81,8612.072279892349,7458.273373614543
0,1,82,10457.516339869282,6303.391474638738
0,1,83,8612.072279892349,6822.321572570192
0,1,84,7996.924259900039,6877.563944636032
0,1,85,9227.22029988466,7173.797025568998
0,1,86,6151.480199923107,7200.122974683353
0,1,87,5536.332179930796,6986.738449273694
0,1,88,7381.776239907728,6539.113148933272
0,1,89,10457.516339869282,6932.366117391553
0,1,90,4921.184159938485,7173.797025568998
0,1,91,7996.924259900039,7707.782598164809
0,1,92,8612.072279892349,7252.488195341236
0,1,93,7996.924259900039,6392.805748812466
0,1,94,10457.516339869282,7483.598653192735
0,1,95,6151.480199923107,6653.843184247271
0,1,96,11072.664359861592,6451.726863022847
0,1,97,7381.776239907728,6625.346936882127
0,1,98,7996.924259900039,6738.6089350885495
0,1,99,4306.036139946174,6653.843184247271
0,1,100,6151.480199923107,7278.529529380536
0,1,101,9842.36831987697,6766.6282199154175
0,1,102,8612.072279892349,6932.366117391553
0,1,103,10457.516339869282,6422.333877069159
0,1,104,7381.776239907728,7147.374110648059
0,1,105,9227.22029988466,6986.738449273694
0,1,106,9842.36831987697,7508.838517944608
0,1,107,9227.22029988466,6738.6089350885495
0,1,108,5536.332179930796,7147.374110648059
0,1,109,5536.332179930796,6510.114721573772
0,1,110,6766.6282199154175,6596.727593856891
0,1,111,7996.924259900039,6333.336495801308
0,1,112,9227.22029988466,6422.333877069159
0,1,113,11687.812379853904,6303.391474638738
0,1,114,7381.776239907728,7120.85315050533
0,1,115,6766.6282199154175,6849.998447157274
0,1,116,7381.776239907728,6682.217910772913
0,1,117,5536.332179930796,6877.563944636032
0,1,118,6151.480199923107,7067.512675479313
0,1,119,6766.6282199154175,6822.321572570192
0,1,120,7381.776239907728,6766.6282199154175
0,1,121,7996.924259900039,6510.114721573772
0,1,122,7381.776239907728,6710.472657984292
0,1,123,4306.036139946174,6273.303515377513
0,1,124,9227.22029988466,6822.321572570192
0,1,125,4921.184159938485,6451.726863022847
0,1,126,7996.924259900039,7608.960785453583
0,1,127,6151.480199923107,6596.727593856891
0,1,128,6766.6282199154175,6089.654709180571
0,1,129,7381.776239907728,5671.384518134802
0,1,130,12918.108419838525,6273.303515377513
0,1,131,9842.36831987697,6422.333877069159
0,1,132,5536.332179930796,5803.2948140294375
0,1,133,7996.924259900039,6625.346936882127
0,1,134,4921.184159938485,6273.303515377513
0,1,135,7996.924259900039,6682.217910772913
0,1,136,12302.960399846213,5868.1381094468015
0,1,137,6766.6282199154175,5964.081331692524
0,1,138,11687.812379853904,5868.1381094468015
0,1,139,11072.664359861592,5964.081331692524
0,1,140,7996.924259900039,6243.070551383142
0,1,141,8612.072279892349,6510.114721573772
0,1,142,8612.072279892349,6303.391474638738
0,1,143,6766.6282199154175,6303.391474638738
0,1,144,6766.6282199154175,6303.391474638738
0,1,145,6151.480199923107,6243.070551383142
0,1,146,6766.6282199154175,6182.161089501509
0,1,147,6151.480199923107,5803.2948140294375
0,1,148,5536.332179930796,5671.384518134802
0,1,149,7381.776239907728,5604.265177482076
0,1,150,6766.6282199154175,5964.081331692524
0,1,151,9842.36831987697,6027.195061058185
0,1,152,9842.36831987697,6451.726863022847
0,1,153,10457.516339869282,6422.333877069159
0,1,154,11072.664359861592,6089.654709180571
0,1,155,8612.072279892349,5604.265177482076
0,1,156,6766.6282199154175,6567.983546040023
0,1,157,8612.072279892349,6212.6904657359955
0,1,158,4921.184159938485,6333.336495801308
0,1,159,7996.924259900039,6058.505375960694
0,1,160,6766.6282199154175,5737.718756225338
0,1,161,7381.776239907728,5502.051155708826
0,1,162,6151.480199923107,6422.333877069159
0,1,163,8612.072279892349,6243.070551383142
0,1,164,12302.960399846213,6027.195061058185
0,1,165,14148.404459823147,6027.195061058185
0,1,166,8612.072279892349,6212.6904657359955
0,1,167,14763.552479815457,6653.843184247271
0,1,168,7996.924259900039,6794.531959822998
0,1,169,9227.22029988466,6986.738449273694
0,1,170,6766.6282199154175,6905.01939889078
0,1,171,8612.072279892349,7067.512675479313
0,1,172,10457.516339869282,6822.321572570192
0,1,173,5536.332179930796,6567.983546040023
0,1,174,4306.036139946174,6766.6282199154175
0,1,175,5536.332179930796,7094.233045549126
0,1,176,7996.924259900039,6539.113148933272
0,1,177,8612.072279892349,6363.140596871112
0,1,178,8612.072279892349,7013.766551936258
0,1,179,12302.960399846213,6539.113148933272
0,1,180,6151.480199923107,6243.070551383142
0,1,181,7381.776239907728,5327.338124010388
0,1,182,6766.6282199154175,5900.292531565053
0,1,183,3690.888119953864,6363.140596871112
0,1,184,6766.6282199154175,6392.805748812466
0,1,185,11072.664359861592,6182.161089501509
0,1,186,6766.6282199154175,6959.605381920654
0,1,187,9227.22029988466,7094.233045549126
0,1,188,7996.924259900039,6905.01939889078
0,1,189,11687.812379853904,6986.738449273694
0,1,190,11072.664359861592,6822.321572570192
0,1,191,7996.924259900039,6392.805748812466
0,1,192,7996.924259900039,6243.070551383142
0,1,193,9842.36831987697,6303.391474638738
0,1,194,12302.960399846213,6539.113148933272
0,1,195,12918.108419838525,6596.727593856891
0,1,196,17224.144559784698,6058.505375960694
0,1,197,11072.664359861592,6363.140596871112
0,1,198,11687.812379853904,6849.998447157274
0,1,199,10457.516339869282,6392.805748812466
0,1,200,9842.36831987697,6766.6282199154175
0,1,201,9842.36831987697,6243.070551383142
0,1,202,9227.22029988466,6212.6904657359955
0,1,203,10457.516339869282,6212.6904657359955
0,1,204,10457.516339869282,6422.333877069159
0,1,205,9227.22029988466,6333.336495801308
0,1,206,9842.36831987697,6363.140596871112
0,1,207,10457.516339869282,6392.805748812466
0,1,208,9227.22029988466,6273.303515377513
0,1,209,8612.072279892349,6738.6089350885495
0,1,210,7996.924259900039,5932.272671122157
0,1,211,9227.22029988466,6120.64551853361
0,1,212,9227.22029988466,6333.336495801308
0,1,213,8612.072279892349,6151.480199923107
0,1,214,9227.22029988466,6182.161089501509
0,1,215,9227.22029988466,6058.505375960694
0,1,216,14148.404459823147,5737.718756225338
0,1,217,11687.812379853904,6392.805748812466
0,1,218,8612.072279892349,6653.843184247271
0,1,219,8612.072279892349,11671.613047910974
0,1,220,6766.6282199154175,40641.689588088106
0,1,221,5536.332179930796,15719.409260045384
0,1,222,6766.6282199154175,7013.766551936258
0,1,223,4306.036139946174,6363.140596871112
0,1,224,5536.332179930796,6480.986545391919
0,1,225,10457.516339869282,6451.726863022847
0,1,226,10457.516339869282,6766.6282199154175
0,1,227,10457.516339869282,7040.690898737162
0,1,228,16608.996539792388,6710.472657984292
0,1,229,11072.664359861592,6539.113148933272
0,1,230,7996.924259900039,7040.690898737162
0,1,231,7381.776239907728,7120.85315050533
0,1,232,6766.6282199154175,6422.333877069159
0,1,233,6766.6282199154175,6539.113148933272
0,1,234,8612.072279892349,7173.797025568998
0,1,235,10457.516339869282,6738.6089350885495
0,1,236,7381.776239907728,6710.472657984292
0,1,237,8612.072279892349,6392.805748812466
0,1,238,5536.332179930796,6451.726863022847
0,1,239,5536.332179930796,6822.321572570192
0,1,240,9227.22029988466,6539.113148933272
0,1,241,6151.480199923107,6596.727593856891
0,1,242,4306.036139946174,6905.01939889078
0,1,243,6766.6282199154175,6653.843184247271
0,1,244,12302.960399846213,7094.233045549126
0,1,245,10457.516339869282,6333.336495801308
0,1,246,9227.22029988466,6986.738449273694
0,1,247,15378.700499807766,6243.070551383142
0,1,248,4921.184159938485,6539.113148933272
0,1,249,18454.44059976932,6567.983546040023
0,1,250,9842.36831987697,6932.366117391553
0,1,251,11072.664359861592,6794.531959822998
0,1,252,7381.776239907728,6959.605381920654
0,1,253,8612.072279892349,7040.690898737162
0,1,254,4306.036139946174,6567.983546040023
0,1,255,4306.036139946174,6959.605381920654
0,1,256,5536.332179930796,6422.333877069159
0,1,257,4921.184159938485,6089.654709180571
0,1,258,7996.924259900039,6596.727593856891
0,1,259,7996.924259900039,6710.472657984292
0,1,260,8612.072279892349,6567.983546040023
0,1,261,7381.776239907728,6710.472657984292
0,1,262,4306.036139946174,7067.512675479313
0,1,263,4306.036139946174,7040.690898737162
0,1,264,4921.184159938485,7278.529529380536
0,1,265,6151.480199923107,6392.805748812466
0,1,266,4306.036139946174,6422.333877069159
0,1,267,3690.888119953864,6567.983546040023
0,1,268,7381.776239907728,6822.321572570192
0,1,269,7381.776239907728,7252.488195341236
0,1,270,6151.480199923107,6710.472657984292
0,1,271,5536.332179930796,6539.113148933272
0,1,272,6766.6282199154175,6710.472657984292
0,1,273,8612.072279892349,6738.6089350885495
0,1,274,7996.924259900039,6738.6089350885495
0,1,275,6151.480199923107,6959.605381920654
0,1,276,4306.036139946174,6596.727593856891
0,1,277,5536.332179930796,6303.391474638738
0,1,278,5536.332179930796,6710.472657984292
0,1,279,5536.332179930796,6567.983546040023
0,1,280,5536.332179930796,6905.01939889078
0,1,281,6151.480199923107,6766.6282199154175
0,1,282,6766.6282199154175,6738.6089350885495
0,1,283,6151.480199923107,6625.346936882127
0,1,284,5536.332179930796,7147.374110648059
0,1,285,4306.036139946174,6794.531959822998
0,1,286,6151.480199923107,6794.531959822998
0,1,287,3690.888119953864,5868.1381094468015
0,1,288,3690.888119953864,5900.292531565053
0,1,289,1845.444059976932,6596.727593856891
0,1,290,1845.444059976932,6392.805748812466
0,1,291,8612.072279892349,7683.196307141437
0,1,292,5536.332179930796,6625.346936882127
0,1,293,8612.072279892349,7067.512675479313
0,1,294,4921.184159938485,6959.605381920654
0,1,295,3690.888119953864,7330.334663783458
0,1,296,5536.332179930796,6596.727593856891
0,1,297,5536.332179930796,6766.6282199154175
0,1,298,6766.6282199154175,6273.303515377513
