Chamber,Eta,Strip,Strip Rate,Error
0,1,-1,0.0,1004.0723356786789
0,1,0,6754.310094128816,0.0
0,1,1,675.4310094128816,0.0
0,1,2,675.4310094128816,0.0
0,1,3,750.4788993476462,0.0
0,1,4,900.5746792171755,0.0
0,1,5,675.4310094128816,343.91263637277336
0,1,6,1350.8620188257632,343.91263637277336
0,1,7,1350.8620188257632,424.5349750929097
0,1,8,1350.8620188257632,468.67392242662834
0,1,9,1350.8620188257632,530.668718866137
0,1,10,1576.005688630057,546.3568856837157
0,1,11,1200.766238956234,566.599143723895
0,1,12,1425.9099087605277,600.383119478117
0,1,13,1200.766238956234,581.3184557707012
0,1,14,1200.766238956234,649.9337918392465
0,1,15,900.5746792171755,691.9073576795859
0,1,16,1425.9099087605277,757.9465350098089
0,1,17,1275.8141288909985,739.1359962923418
0,1,18,1275.8141288909985,757.9465350098089
0,1,19,1275.8141288909985,772.6653176298375
0,1,20,600.383119478117,897.4422360594904
0,1,21,825.5267892824108,845.7467673747793
0,1,22,1425.9099087605277,875.2012720385147
0,1,23,975.6225691519401,815.2287546891022
0,1,24,675.4310094128816,862.2346104414922
0,1,25,900.5746792171755,818.6758261092144
0,1,26,750.4788993476462,858.9623610260995
0,1,27,750.4788993476462,794.2322127501384
0,1,28,750.4788993476462,815.2287546891022
0,1,29,450.28733960858773,884.8015731952648
0,1,30,750.4788993476462,855.6775980916357
0,1,31,600.383119478117,998.4472363164297
0,1,32,600.383119478117,804.7989594432653
0,1,33,900.5746792171755,822.1084442087099
0,1,34,600.383119478117,769.012033250688
0,1,35,675.4310094128816,779.9205502070957
0,1,36,1125.7183490214693,765.3413104626567
0,1,37,825.5267892824108,852.3801769704703
0,1,38,825.5267892824108,801.2921934833149
0,1,39,675.4310094128816,818.6758261092144
0,1,40,1425.9099087605277,818.6758261092144
0,1,41,1125.7183490214693,852.3801769704703
0,1,42,1200.766238956234,794.2322127501384
0,1,43,1425.9099087605277,797.770012944609
0,1,44,1050.6704590867048,845.7467673747793
0,1,45,1050.6704590867048,765.3413104626567
0,1,46,1275.8141288909985,906.8071043030263
0,1,47,750.4788993476462,776.3014097962713
0,1,48,1350.8620188257632,779.9205502070957
0,1,49,1050.6704590867048,776.3014097962713
0,1,50,975.6225691519401,779.9205502070957
0,1,51,1125.7183490214693,776.3014097962713
0,1,52,1050.6704590867048,801.2921934833149
0,1,53,1125.7183490214693,794.2322127501384
0,1,54,600.383119478117,731.4763492060093
0,1,55,600.383119478117,794.2322127501384
0,1,56,675.4310094128816,783.5229737659257
0,1,57,975.6225691519401,818.6758261092144
0,1,58,900.5746792171755,783.5229737659257
0,1,59,1125.7183490214693,757.9465350098089
0,1,60,825.5267892824108,787.1089100008079
0,1,61,450.28733960858773,779.9205502070957
0,1,62,750.4788993476462,739.1359962923418
0,1,63,675.4310094128816,679.5875471638402
0,1,64,825.5267892824108,711.9667973504446
0,1,65,1050.6704590867048,735.3161464509074
0,1,66,825.5267892824108,804.7989594432653
0,1,67,1275.8141288909985,761.6528971369019
0,1,68,1050.6704590867048,790.6785832348821
0,1,69,1050.6704590867048,832.3213630505029
0,1,70,1125.7183490214693,811.7670458255151
0,1,71,1050.6704590867048,852.3801769704703
0,1,72,675.4310094128816,842.4104752086294
0,1,73,1500.9577986952925,887.9786088146923
0,1,74,1500.9577986952925,790.6785832348821
0,1,75,1125.7183490214693,801.2921934833149
0,1,76,1275.8141288909985,825.5267892824108
0,1,77,1425.9099087605277,855.6775980916357
0,1,78,1275.8141288909985,852.3801769704703
0,1,79,600.383119478117,862.2346104414922
0,1,80,1050.6704590867048,828.9310379076094
0,1,81,975.6225691519401,887.9786088146923
0,1,82,1200.766238956234,779.9205502070957
0,1,83,1050.6704590867048,832.3213630505029
0,1,84,975.6225691519401,811.7670458255151
0,1,85,1125.7183490214693,787.1089100008079
0,1,86,1125.7183490214693,742.9362064125919
0,1,87,825.5267892824108,757.9465350098089
0,1,88,1125.7183490214693,708.0003776452301
0,1,89,1350.8620188257632,801.2921934833149
0,1,90,1651.0535785648217,754.2219594719547
0,1,91,1876.1972483691154,852.3801769704703
0,1,92,1200.766238956234,801.2921934833149
0,1,93,825.5267892824108,761.6528971369019
0,1,94,825.5267892824108,825.5267892824108
0,1,95,1200.766238956234,757.9465350098089
0,1,96,675.4310094128816,735.3161464509074
0,1,97,900.5746792171755,811.7670458255151
0,1,98,750.4788993476462,835.6979341687446
0,1,99,1050.6704590867048,828.9310379076094
0,1,100,1500.9577986952925,862.2346104414922
0,1,101,1275.8141288909985,822.1084442087099
0,1,102,1576.005688630057,881.6130886875235
0,1,103,1125.7183490214693,779.9205502070957
0,1,104,1350.8620188257632,878.4130306191357
0,1,105,1275.8141288909985,858.9623610260995
0,1,106,900.5746792171755,845.7467673747793
0,1,107,900.5746792171755,731.4763492060093
0,1,108,750.4788993476462,822.1084442087099
0,1,109,975.6225691519401,839.0609173102798
0,1,110,1050.6704590867048,865.4944882706375
0,1,111,1275.8141288909985,769.012033250688
0,1,112,1200.766238956234,815.2287546891022
0,1,113,1500.9577986952925,825.5267892824108
0,1,114,1050.6704590867048,825.5267892824108
0,1,115,1275.8141288909985,909.907308574945
0,1,116,1200.766238956234,881.6130886875235
0,1,117,900.5746792171755,875.2012720385147
0,1,118,600.383119478117,906.8071043030263
0,1,119,750.4788993476462,842.4104752086294
0,1,120,1050.6704590867048,855.6775980916357
0,1,121,1200.766238956234,801.2921934833149
0,1,122,1200.766238956234,818.6758261092144
0,1,123,750.4788993476462,815.2287546891022
0,1,124,1125.7183490214693,797.770012944609
0,1,125,1576.005688630057,719.834072614495
0,1,126,1275.8141288909985,891.1443179957648
0,1,127,1125.7183490214693,761.6528971369019
0,1,128,825.5267892824108,695.965500146959
0,1,129,975.6225691519401,683.7188165056051
0,1,130,1200.766238956234,691.9073576795859
0,1,131,825.5267892824108,794.2322127501384
0,1,132,675.4310094128816,609.6919400169204
0,1,133,825.5267892824108,757.9465350098089
0,1,134,975.6225691519401,731.4763492060093
0,1,135,975.6225691519401,739.1359962923418
0,1,136,1275.8141288909985,742.9362064125919
0,1,137,1050.6704590867048,742.9362064125919
0,1,138,975.6225691519401,671.2487338482239
0,1,139,900.5746792171755,683.7188165056051
0,1,140,675.4310094128816,761.6528971369019
0,1,141,675.4310094128816,787.1089100008079
0,1,142,1125.7183490214693,746.7170766645115
0,1,143,1651.0535785648217,750.4788993476462
0,1,144,1125.7183490214693,708.0003776452301
0,1,145,1200.766238956234,700.0001165560385
