Chamber,Eta,Strip,Strip Rate,Error
0,1,-1,0.0,1009.6537498676186
0,1,0,56343.35030381549,0.0
0,1,1,6444.059825166922,0.0
0,1,2,6747.706623211436,0.0
0,1,3,8389.648568192886,0.0
0,1,4,7377.49257471117,0.0
0,1,5,7546.185240291456,505.0773472265378
0,1,6,8873.234209523038,534.2822192406222
0,1,7,8254.694435728657,570.6811902668953
0,1,8,7366.246397005818,546.8002164278864
0,1,9,7568.677595702161,619.05075262898
0,1,10,8130.98648096978,621.090464095299
0,1,11,7681.139372755684,673.1755684876335
0,1,12,9221.865718388963,695.5376784545155
0,1,13,7624.908484228923,699.7978695737606
0,1,14,8738.28007705881,757.0941532114848
0,1,15,7816.093505219913,775.4155935423637
0,1,16,8996.942164281914,841.9625022855514
0,1,17,8603.32594459458,854.1173964220296
0,1,18,6837.676044854255,861.6363102810511
0,1,19,9053.173052808677,882.9502964555656
0,1,20,9727.94371512982,1052.9449713949355
0,1,21,7793.601149809208,939.106343824855
0,1,22,10065.329046290391,936.9490256127677
0,1,23,8996.942164281914,930.6509339647928
0,1,24,8558.341233773172,934.9220187840823
0,1,25,7962.293815389495,896.3845642157501
0,1,26,7984.786170800199,979.6447215674727
0,1,27,7040.1072435505985,907.3930237235559
0,1,28,6995.122532729189,921.4319462864264
0,1,29,7310.015508479056,940.7210858291714
0,1,30,7152.569020604122,932.8906076373013
0,1,31,6545.275424515093,1105.9630902670813
0,1,32,6129.166849417054,864.0548918460538
0,1,33,6635.244846157912,862.1499096941357
0,1,34,7276.276975362998,882.1621077603521
0,1,35,7501.200529470047,845.0363260163092
0,1,36,11673.532458155783,877.1297671722022
0,1,37,7546.185240291456,962.517770008001
0,1,38,7624.908484228923,925.5406108950668
0,1,39,7332.50786388976,914.4740039094469
0,1,40,12516.995786057214,912.8128326851273
0,1,41,8367.15621278218,911.0792252543886
0,1,42,7827.339682925266,920.5393185347635
0,1,43,8153.4788363804855,902.1509635469278
0,1,44,6792.691334032846,933.9068655452741
0,1,45,7388.738752416522,883.0219150870219
0,1,46,7816.093505219913,1074.4661979256368
0,1,47,7073.845776666655,914.3356882459605
0,1,48,7579.923773407513,897.7239780193504
0,1,49,8063.509414737666,945.2143078124135
0,1,50,7433.723463237932,917.2359371205368
0,1,51,7917.309104568085,888.8038591699303
0,1,52,8232.202080317951,917.5116731667837
0,1,53,7917.309104568085,880.5836139076283
0,1,54,8007.278526210904,853.7471196471733
0,1,55,7557.431417996809,872.6483167088439
0,1,56,9300.588962326428,860.7551411632575
0,1,57,7456.215818648637,938.4327146270441
0,1,58,7433.723463237932,921.088730292739
0,1,59,8018.524703916256,862.1499096941357
0,1,60,9671.712826603058,870.6168745730403
0,1,61,7793.601149809208,892.5668351800443
0,1,62,7107.584309782713,852.5611532894042
0,1,63,7332.50786388976,849.4401135765743
0,1,64,7444.9696409432845,880.0807721406919
0,1,65,6905.15311108637,922.6664667532025
0,1,66,8918.218920344449,926.8378909834453
0,1,67,8502.110345246409,922.2551435437788
0,1,68,7433.723463237932,948.7535733167276
0,1,69,8479.617989835704,972.3879940852881
0,1,70,8142.232658675132,924.1730856048591
0,1,71,8108.494125559076,900.3265916827963
0,1,72,7647.4008396396275,893.2042565282276
0,1,73,7591.169951112865,960.0837602005888
0,1,74,7253.784619952294,885.5963284653143
0,1,75,7433.723463237932,870.180948546592
0,1,76,8614.572122299933,908.8553824865456
0,1,77,7388.738752416522,921.22603203462
0,1,78,6803.937511738198,949.7528576297966
0,1,79,7737.370261282446,959.9520162877627
0,1,80,7714.877905871742,900.7479285399677
0,1,81,7343.7540415951125,1049.997982688464
0,1,82,8794.510965585572,895.8905911847706
0,1,83,9210.61954068361,991.3236130837587
0,1,84,7771.108794398504,890.7228333919767
0,1,85,7872.324393746675,879.5057438060958
0,1,86,7939.801459978789,948.6869169374472
0,1,87,7973.539993094847,937.2864338939387
0,1,88,8322.171501960771,928.1333578259471
0,1,89,9176.881007567554,967.9555817074178
0,1,90,8412.14092360359,927.4517587343635
0,1,91,8592.079766889228,975.5046302628542
0,1,92,7748.616438987799,897.1602580403594
0,1,93,6826.429867148902,864.1280765234261
0,1,94,6342.84422581875,991.3236130837587
0,1,95,6117.920671711702,855.1533184479096
0,1,96,6117.920671711702,900.4670592071213
0,1,97,6005.458894658178,918.2695203697522
0,1,98,6972.630177318484,956.9169002467478
0,1,99,8457.125634425,926.0187676321016
0,1,100,9075.665408219382,999.7086603460259
0,1,101,10245.267889576031,937.8260346489959
0,1,102,9840.405492183345,953.606904509833
0,1,103,10065.329046290391,912.466374695388
0,1,104,9548.004871844181,985.437297174835
0,1,105,9368.066028558544,938.3653251102701
0,1,106,9334.327495442487,933.839149425434
0,1,107,7726.124083577094,888.3768575314639
0,1,108,8558.341233773172,908.7162116132871
0,1,109,8007.278526210904,911.00981233857
0,1,110,9143.142474451495,925.4039493054116
0,1,111,8569.587411478524,920.608012935705
0,1,112,9480.527805612068,887.5222379420782
0,1,113,13765.321511351329,907.1839228972461
0,1,114,8547.09505606782,970.4350136159553
0,1,115,7883.570571452027,930.9226965443814
0,1,116,9053.173052808677,904.6709432141299
0,1,117,7838.585860630618,889.0172830796386
0,1,118,7726.124083577094,945.3481055776547
0,1,119,8625.818300005285,904.2514342914038
0,1,120,8974.44980887121,944.8797305098665
0,1,121,8243.448258023303,894.9724893563226
0,1,122,9615.481938076297,914.888825434029
0,1,123,7973.539993094847,915.7869608008195
0,1,124,8659.556833121344,940.8555225695261
0,1,125,7557.431417996809,847.8006978455583
0,1,126,9413.050739379953,1049.3352762616244
0,1,127,8310.925324255419,864.4207532723851
0,1,128,7107.584309782713,805.6534395229963
0,1,129,8018.524703916256,809.8809766355635
0,1,130,9008.188341987267,849.0677970504368
0,1,131,7624.908484228923,954.0709952197942
0,1,132,7411.231107827227,840.9103305782502
0,1,133,9525.512516433477,867.3420889171772
0,1,134,8209.709724907247,860.0936718882173
0,1,135,8299.679146550066,865.2251038491554
0,1,136,8749.526254764161,832.1411590394381
0,1,137,8243.448258023303,773.4558205852016
0,1,138,10672.622642379421,848.4717507874019
0,1,139,9041.926875103325,822.5869829051236
0,1,140,8468.371812130352,846.3075640733741
0,1,141,8108.494125559076,824.7367378796728
0,1,142,8232.202080317951,808.9434332265821
0,1,143,8693.2953662374,823.89286024678
0,1,144,9165.6348298622,819.6604400309315
0,1,145,8086.001770148371,817.0330687985447
0,1,146,10335.237311218849,806.437988778454
0,1,147,9806.666959067286,817.6520333333799
0,1,148,9154.388652156847,827.9509045550826
0,1,149,9311.835140031782,829.3245912109602
0,1,150,8569.587411478524,876.624944242804
0,1,151,8603.32594459458,863.9085038921281
0,1,152,9019.434519692619,881.1579388432372
0,1,153,8884.48038722839,864.5670544925699
0,1,154,10481.43762138843,841.361422428616
0,1,155,9503.020161022772,838.2741234935677
0,1,156,8490.864167541056,887.8784294072113
0,1,157,8513.35652295176,838.5004088596799
0,1,158,8400.894745898238,824.1998248104288
0,1,159,8996.942164281914,808.70887754585
0,1,160,7534.939062586103,795.4633834695142
0,1,161,7242.5384422469415,818.5023452971864
0,1,162,7422.477285532579,869.9629036197495
0,1,163,8963.203631165858,842.638204612021
0,1,164,7996.032348505551,850.2586360606798
0,1,165,9064.41923051403,830.5437386404835
0,1,166,8918.218920344449,825.8095167713492
0,1,167,10762.592064022241,865.517409635822
0,1,168,7951.047637684142,874.5304305696106
0,1,169,8817.003320996277,888.1632797287546
0,1,170,8535.848878362467,858.1798966910532
0,1,171,7287.52315306835,905.5792125290245
0,1,172,7861.078216041323,890.0125846278958
0,1,173,9446.789272496011,853.1543425441857
0,1,174,8243.448258023303,830.4675943599074
0,1,175,8468.371812130352,846.6810943753911
0,1,176,8603.32594459458,848.6208016011625
0,1,177,10346.483488924201,849.2912065522773
0,1,178,8333.417679666123,880.296310926439
0,1,179,13461.674713306815,893.3458439518844
0,1,180,7636.154661934275,873.5898805065931
0,1,181,8232.202080317951,827.2632058400496
0,1,182,8670.803010826696,818.4250807154033
0,1,183,8119.740303264428,839.5556008029339
0,1,184,8445.879456719647,863.3959505964067
0,1,185,14788.723682538397,824.6600574148258
0,1,186,9604.235760370944,889.088412997989
0,1,187,17634.006641992553,872.5758466413099
0,1,188,7816.093505219913,837.2173164341407
0,1,189,8299.679146550066,873.8793883456946
0,1,190,8592.079766889228,827.4160771720096
0,1,191,6185.3977379438165,833.9630356790572
0,1,192,6072.935960890292,819.5061219574502
0,1,193,16351.94238358238,828.4853866812872
0,1,194,10773.838241727593,869.8175099689272
0,1,195,15452.248167154188,923.0776066770986
0,1,196,20794.182577196574,886.2387633183668
0,1,197,10076.575223995744,877.2739489381423
0,1,198,11459.855081754089,922.8720596105287
0,1,199,10144.052290227859,827.9509045550826
0,1,200,11482.347437164794,880.296310926439
0,1,201,9570.497227254888,871.5606329797563
0,1,202,13731.582978235272,848.4717507874019
0,1,203,9458.035450201363,896.5961836318519
0,1,204,10773.838241727593,874.0241063045149
0,1,205,10515.176154504488,871.5606329797563
0,1,206,10548.914687620545,896.1728948285142
0,1,207,13315.474403137234,935.1925402072161
0,1,208,10076.575223995744,896.8782651815812
0,1,209,10099.06757940645,906.2772618213986
0,1,210,9795.420781361934,860.828606374091
0,1,211,9154.388652156847,865.1520119711919
0,1,212,11628.547747334374,864.3475933760777
0,1,213,9964.11344694222,873.3002766927319
0,1,214,9424.296917085305,885.5963284653143
0,1,215,10425.206732861669,910.1764444443684
0,1,216,11830.978946030718,890.6518340029681
0,1,217,11246.177705352393,937.0165169887324
0,1,218,10796.330597138298,932.1446476674686
0,1,219,13574.136490360339,996.033015425686
0,1,220,9199.373362978258,4607.516595766887
0,1,221,9176.881007567554,1171.6012953969894
0,1,222,8783.26478788022,864.7133309599889
0,1,223,8637.064477710637,838.3495587354296
0,1,224,8614.572122299933,820.1232200282968
0,1,225,11808.486590620012,850.9277506419631
0,1,226,10650.130286968717,903.7617611003459
0,1,227,10245.267889576031,905.5093780031809
0,1,228,12989.335249682013,901.0287103200233
0,1,229,11099.977395182812,888.1632797287546
0,1,230,10099.06757940645,939.1736801705355
0,1,231,9671.712826603058,901.5900115489342
0,1,232,11043.74650665605,899.4833258795832
0,1,233,9727.94371512982,898.7096371423934
0,1,234,8715.787721648105,999.3923268696553
0,1,235,11178.70063912028,888.2344780357934
0,1,236,11302.408593879156,898.7800000031112
0,1,237,13821.552399878092,884.5960579889104
0,1,238,9817.913136772639,865.1520119711919
0,1,239,10436.45291056702,918.1317764973252
0,1,240,11313.654771584508,902.3612306430232
0,1,241,12978.089071976661,901.2392392477735
0,1,242,9255.60425150502,922.3922716604453
0,1,243,11223.685349941688,952.1468610688469
0,1,244,11459.855081754089,1006.2030045710576
0,1,245,9075.665408219382,888.5192142117354
0,1,246,9514.266338728125,948.6869169374472
0,1,247,21356.491462464193,870.4715901540774
0,1,248,11594.809214218318,965.7317467688495
0,1,249,26765.902938738695,885.5249180448083
0,1,250,11538.578325691555,938.4327146270441
0,1,251,10065.329046290391,875.3977336891116
0,1,252,9604.235760370944,928.405857349677
0,1,253,10087.821401701096,963.6996600678149
0,1,254,9379.312206263896,860.3877210154022
0,1,255,8052.263237032314,873.8793883456946
0,1,256,7321.261686184408,861.1224045418172
0,1,257,7118.830487488065,856.9262712532511
0,1,258,6950.137821907779,867.9980344586246
0,1,259,7602.416128818218,905.4395380911567
0,1,260,7692.385550461037,893.7704716446984
0,1,261,7726.124083577094,899.2723858745221
0,1,262,8086.001770148371,900.6777194180294
0,1,263,7366.246397005818,941.3930775470037
0,1,264,7141.3228428987695,935.4629833997425
0,1,265,7714.877905871742,877.2739489381423
0,1,266,6567.767779925798,892.070748131816
0,1,267,6736.4604455060835,915.8560116556436
