Chamber,Eta,Strip,Strip Rate,Error
0,1,-1,0.0,1896.9448244414045
0,1,0,15248.518011855906,0.0
0,1,1,3356.1331509347924,0.0
0,1,2,4450.524395804834,0.0
0,1,3,4158.686730506156,0.0
0,1,4,4012.7678978568174,0.0
0,1,5,4085.7273141814867,905.4025459911251
0,1,6,4888.28089375285,970.6619020994124
0,1,7,4304.605563155495,1021.4318285453717
0,1,8,3866.8490652074784,942.8434461154645
0,1,9,4450.524395804834,1042.0688997417749
0,1,10,4158.686730506156,1079.7007632976738
0,1,11,4231.646146830825,1171.9017531570641
0,1,12,4158.686730506156,1267.8994762960524
0,1,13,3939.8084815321477,1209.895044361295
0,1,14,4815.3214774281805,1301.052767907123
0,1,15,4742.362061103511,1407.190261522
0,1,16,4304.605563155495,1521.689274208059
0,1,17,4377.564979480164,1523.4373382815213
0,1,18,2845.417236662107,1539.0805734412395
0,1,19,3575.0113999088007,1542.5353041033086
0,1,20,4742.362061103511,1757.0954241739785
0,1,21,4304.605563155495,1615.0255263969834
0,1,22,4815.3214774281805,1636.3090919840076
0,1,23,4158.686730506156,1561.3996942294716
0,1,24,3429.092567259462,1629.7899063338753
0,1,25,4158.686730506156,1535.6180705772322
0,1,26,3793.889648882809,1700.1266134400064
0,1,27,3502.0519835841314,1600.1249210733286
0,1,28,4450.524395804834,1593.4577049040806
0,1,29,3866.8490652074784,1644.42173017195
0,1,30,2699.498404012768,1641.1814871612576
0,1,31,3137.2549019607845,1741.8821904333167
0,1,32,2407.6607387140903,1462.8317487105096
0,1,33,2991.3360693114455,1468.279930506018
0,1,34,3866.8490652074784,1512.9186577895282
0,1,35,3793.889648882809,1479.116091762028
0,1,36,5836.753305973552,1497.0020631962202
0,1,37,2991.3360693114455,1660.5281060452046
0,1,38,2845.417236662107,1665.3296431209596
0,1,39,3064.295485636115,1668.5229914862596
0,1,40,4596.443228454173,1665.3296431209596
0,1,41,4377.564979480164,1593.4577049040806
0,1,42,3647.97081623347,1569.8994831810314
0,1,43,3793.889648882809,1552.8533810336717
0,1,44,4085.7273141814867,1637.9348341554874
0,1,45,3793.889648882809,1569.8994831810314
0,1,46,3647.97081623347,1799.0081905609416
0,1,47,2845.417236662107,1652.494541235732
0,1,48,4085.7273141814867,1596.7947927579964
0,1,49,4596.443228454173,1673.3015874042446
0,1,50,3866.8490652074784,1647.6556010048284
0,1,51,3502.0519835841314,1623.2445388991875
0,1,52,4158.686730506156,1593.4577049040806
0,1,53,4085.7273141814867,1528.669536872373
0,1,54,4231.646146830825,1523.4373382815213
0,1,55,4304.605563155495,1540.8089070272958
0,1,56,4231.646146830825,1507.6317971561753
0,1,57,3793.889648882809,1598.4607241372837
0,1,58,4377.564979480164,1581.7224542583713
0,1,59,4596.443228454173,1537.350296813897
0,1,60,4961.240310077519,1526.927462760153
