Chamber,Eta,Strip,Strip Rate,Error
0,1,-1,0.0,1443.6764533356916
0,1,0,53894.45411710006,0.0
0,1,1,6648.455200511114,0.0
0,1,2,7399.443495585459,0.0
0,1,3,8857.244303670952,0.0
0,1,4,7797.02553415423,0.0
0,1,5,7156.4766942378765,706.1219290524033
0,1,6,8702.629066449763,747.4067133135816
0,1,7,7973.728662407017,790.5490406145859
0,1,8,6913.509892890294,762.5922349635663
0,1,9,7311.091931459066,862.842478973691
0,1,10,7266.916149395869,865.3831624739867
0,1,11,7266.916149395869,934.503143440694
0,1,12,8039.992335501812,960.2518514030132
0,1,13,6736.8067646375075,965.3191786799795
0,1,14,7620.322405901443,1051.9031997990583
0,1,15,7266.916149395869,1084.1082542389613
0,1,16,8106.256008596607,1176.2709305744982
0,1,17,8327.13491891259,1181.8569817159084
0,1,18,6803.070437732303,1189.674397715249
0,1,19,8503.838047165378,1229.0080487827468
0,1,20,9365.265797397715,1466.9752271994998
0,1,21,8393.398592007386,1318.2604073008674
0,1,22,10270.869329693249,1303.559888140691
0,1,23,8150.431790659804,1282.049390594552
0,1,24,7664.498187964639,1296.053002295979
0,1,25,7421.531386617057,1238.8924612265437
0,1,26,7819.113425185828,1354.2237122097406
0,1,27,7046.037239079885,1249.6750184132952
0,1,28,6405.4883991635315,1262.6857376129906
0,1,29,6560.103636384721,1303.747006477712
0,1,30,6074.170033689556,1302.6238932701383
0,1,31,5433.621193773202,1516.3622740442343
0,1,32,5256.918065520415,1187.2113010818484
0,1,33,5941.642687499965,1186.3891324921854
0,1,34,6560.103636384721,1227.816571964816
0,1,35,7001.861457016688,1178.5499252670872
0,1,36,11110.209188893989,1221.0429094687147
0,1,37,7311.091931459066,1336.8193106810093
0,1,38,7487.795059711852,1273.6499295308804
0,1,39,6847.246219795499,1273.4583888230477
0,1,40,11706.582246747144,1269.6215063786992
0,1,41,8172.519681691402,1279.5734702747447
0,1,42,7222.740367332672,1285.659466421071
0,1,43,7841.201316217427,1252.9890364484734
0,1,44,6913.509892890294,1287.1764692690367
0,1,45,7465.707168680254,1228.6110182284413
0,1,46,7090.213021143081,1503.76204952351
0,1,47,6206.697379879146,1282.4298771411675
0,1,48,6913.509892890294,1260.558863258198
0,1,49,7509.882950743451,1330.9672691852675
0,1,50,6493.839963289925,1290.58320606768
0,1,51,6515.927854321523,1248.893971450489
0,1,52,7244.82825836427,1277.092749857286
0,1,53,7487.795059711852,1212.6232059854478
0,1,54,7266.916149395869,1190.9040356638661
0,1,55,7112.30091217468,1229.2065159699562
0,1,56,8658.453284386567,1207.9875480729424
0,1,57,7355.267713522262,1310.0931281886806
0,1,58,7046.037239079885,1297.9337941754418
0,1,59,7730.7618610594345,1198.0517704666668
0,1,60,9497.793143587305,1217.0407914935918
0,1,61,7598.234514869844,1240.0732962471634
0,1,62,6714.718873605909,1193.768265277485
0,1,63,7112.30091217468,1191.3136329367387
0,1,64,7355.267713522262,1215.4362544854248
