Chamber,Eta,Strip,Strip Rate,Error
0,1,-1,0.0,3696.5445391554013
0,1,0,60355.00635242051,0.0
0,1,1,21258.873055360014,0.0
0,1,2,22941.633455520438,0.0
0,1,3,25353.59002908371,0.0
0,1,4,25241.406002406347,0.0
0,1,5,24456.117815664817,1731.5996085263373
0,1,6,27036.350429244132,1858.6696125198375
0,1,7,26082.78620248656,1942.2745528126818
0,1,8,23053.8174821978,1918.6420545929063
0,1,9,23839.10566893933,2195.4846816392246
0,1,10,24119.565735632732,2228.2018376911637
0,1,11,21931.977215424184,2448.8516509778883
0,1,12,24456.117815664817,2518.5251525723684
0,1,13,21202.78104202133,2541.531538398448
0,1,14,26307.154255841284,2787.1579015539946
0,1,15,23839.10566893933,2849.1209201783267
0,1,16,25634.050095777115,3079.9572384314083
0,1,17,25802.326135793155,3136.6421144480832
0,1,18,22044.161242101545,3153.1495547820286
0,1,19,27485.08653595358,3223.70516815006
0,1,20,27597.27056263094,3614.7810275985103
0,1,21,25353.59002908371,3335.9425171738053
0,1,22,30570.147269581023,3387.418930916347
0,1,23,26475.430295857324,3381.376189075303
0,1,24,25970.6021758092,3406.4065943316723
0,1,25,22997.725468859117,3315.6026567716576
0,1,26,23614.737615584607,3550.673181140398
0,1,27,22268.52929545627,3367.3900150166473
0,1,28,22100.253255440224,3414.7092902900627
0,1,29,21651.517148730778,3446.8074379663767
0,1,30,22885.541442181755,3465.0157391902
0,1,31,22100.253255440224,3703.7722483012094
0,1,32,20193.124801925078,3137.1436161084066
0,1,33,20080.940775247716,3182.4494714739653
0,1,34,23839.10566893933,3287.9681823109004
0,1,35,23053.8174821978,3200.687153568626
0,1,36,27933.822642663024,3281.2629233945017
0,1,37,21427.149095376055,3500.2494999279656
0,1,38,23895.19768227801,3412.405012215187
0,1,39,21931.977215424184,3387.418930916347
0,1,40,30401.87122956498,3359.9069168457077
0,1,41,26138.87821582524,3344.420148422573
0,1,42,25465.77405576107,3353.8146055473317
0,1,43,25297.49801574503,3335.9425171738053
0,1,44,22156.345268778907,3397.157577548997
0,1,45,24119.565735632732,3286.5324927661504
0,1,46,23502.553588907245,3703.347479419911
0,1,47,23446.461575568563,3399.009394300068
0,1,48,22717.265402165714,3342.0674079636597
0,1,49,25577.958082438432,3432.629572448555
0,1,50,22997.725468859117,3442.697298453185
